,Unnamed: 0,Age,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Gender,HourlyRate,JobLevel,MonthlyIncome,MonthlyRate,Over18,PercentSalaryHike,RelationshipSatisfaction,StandardHours,StockOptionLevel,TrainingTimesLastYear,JobRole,PerformanceRating,YearsInCurrentRole,YearsWithCurrManager,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,Attrition,JobSatisfaction,EnvironmentSatisfaction,JobInvolvement,WorkLifeBalance,OverTime,NumCompaniesWorked,JobRole_FreqEncoded,EducationField_FreqEncoded,Department_Research & Development,Department_Sales,MaritalStatus_Married,MaritalStatus_Single
634,755,45,1,1234,11,2,Life Sciences,1,1045,0,90,4,17650,5404,0,13,2,80,1,4,Manager,3,3,1,3.295836866004329,2.302585092994046,0.6931471805599453,0,4,4,3,4,0,3,82,510,False,True,True,False
635,756,32,0,1109,29,4,Medical,1,1046,0,69,1,4025,11135,0,12,2,80,0,2,Laboratory Technician,3,7,7,2.3978952727983707,2.19722457733622,2.079441541679836,0,3,4,3,3,0,9,217,389,True,False,False,True
636,757,34,1,216,1,4,Marketing,1,1047,1,75,2,9725,12278,0,11,4,80,1,2,Sales Executive,3,1,9,2.833213344056216,2.772588722239781,0.0,0,4,2,4,2,0,0,285,138,False,True,False,False
637,758,59,1,1089,1,2,Technical Degree,1,1048,1,66,3,11904,11038,0,14,3,80,1,1,Manager,3,4,4,2.70805020110221,1.9459101490553128,0.0,0,4,2,3,1,1,3,82,115,False,True,True,False
638,759,45,1,788,24,4,Medical,1,1049,1,36,1,2177,8318,0,16,1,80,0,3,Human Resources,3,3,4,1.9459101490553128,1.9459101490553128,0.0,0,2,2,3,3,0,1,45,389,False,False,False,True
639,760,53,2,124,2,3,Marketing,1,1050,0,38,3,7525,23537,0,12,1,80,1,2,Sales Executive,3,7,12,3.4339872044851463,2.772588722239781,1.9459101490553128,0,2,3,2,3,0,2,285,138,False,True,True,False
640,761,36,1,660,15,3,Other,1,1052,1,81,2,4834,7858,0,14,2,80,1,3,Laboratory Technician,3,0,0,2.302585092994046,0.6931471805599453,0.0,1,3,1,3,2,0,7,217,68,True,False,False,False
641,762,26,2,342,2,3,Life Sciences,1,1053,1,57,1,2042,15346,0,14,2,80,1,2,Research Scientist,3,2,2,1.9459101490553128,1.3862943611198906,0.6931471805599453,1,1,1,3,3,1,6,243,510,True,False,True,False
642,763,34,1,1333,10,4,Life Sciences,1,1055,0,87,1,2220,18410,0,19,4,80,1,2,Sales Representative,3,1,0,0.6931471805599453,0.6931471805599453,0.0,0,3,3,3,3,1,1,71,510,False,True,True,False
643,765,38,2,1186,3,4,Other,1,1060,1,44,1,2821,2997,0,16,1,80,1,2,Research Scientist,3,2,2,2.19722457733622,1.0986122886681096,1.0986122886681096,0,3,3,3,3,0,3,243,68,True,False,True,False
644,766,50,1,1464,2,4,Medical,1,1061,1,62,5,19237,12853,0,11,4,80,1,2,Research Director,3,1,7,3.4011973816621555,2.19722457733622,2.079441541679836,0,3,2,3,2,1,2,72,389,True,False,True,False
645,767,37,1,124,3,3,Other,1,1062,0,35,2,4107,13848,0,15,1,80,0,3,Healthcare Representative,3,3,1,2.19722457733622,1.6094379124341005,0.0,0,2,4,3,2,0,3,111,68,True,False,False,True
646,768,40,1,300,26,3,Marketing,1,1066,1,74,2,8396,22217,0,14,2,80,1,3,Sales Executive,3,7,5,2.19722457733622,2.079441541679836,2.079441541679836,0,1,3,3,2,0,1,285,138,False,True,True,False
647,769,26,2,921,1,1,Medical,1,1068,0,66,1,2007,25265,0,13,3,80,2,5,Research Scientist,3,3,3,1.791759469228055,1.791759469228055,0.6931471805599453,0,3,1,2,3,0,1,243,389,True,False,False,False
648,770,46,1,430,1,4,Medical,1,1069,1,40,5,19627,21445,0,17,4,80,2,0,Research Director,3,2,2,3.1780538303479458,1.0986122886681096,1.0986122886681096,0,4,4,3,3,0,9,72,389,True,False,False,False
649,771,54,1,1082,2,4,Life Sciences,1,1070,0,41,3,10686,8392,0,11,2,80,1,4,Sales Executive,3,4,0,2.639057329615259,2.302585092994046,2.079441541679836,0,3,3,2,3,0,6,285,510,False,True,True,False
650,772,56,2,1240,9,3,Medical,1,1071,0,63,1,2942,12154,0,19,2,80,1,4,Research Scientist,3,4,3,2.9444389791664403,1.791759469228055,0.0,0,3,1,3,3,0,2,243,389,True,False,True,False
651,773,36,1,796,12,5,Medical,1,1073,0,51,3,8858,15669,0,11,2,80,0,2,Manufacturing Director,3,8,8,2.772588722239781,2.70805020110221,2.079441541679836,0,4,4,2,2,0,0,118,389,True,False,False,True
652,774,55,0,444,2,1,Medical,1,1074,1,40,4,16756,17323,0,15,2,80,0,3,Manager,3,7,2,3.4657359027997265,2.302585092994046,1.9459101490553128,0,1,3,2,4,0,7,82,389,True,False,False,True
653,775,43,1,415,25,3,Medical,1,1076,1,79,3,10798,5268,0,13,3,80,1,5,Sales Executive,3,0,0,2.9444389791664403,0.6931471805599453,0.0,0,4,3,2,3,0,5,285,389,False,True,False,False
654,776,20,2,769,9,3,Marketing,1,1077,0,54,1,2323,17205,0,14,2,80,0,3,Sales Representative,3,2,2,1.0986122886681096,1.0986122886681096,0.0,1,4,4,3,3,1,1,71,138,False,True,False,True
655,777,21,1,1334,10,3,Life Sciences,1,1079,0,36,1,1416,17258,0,13,1,80,0,6,Laboratory Technician,3,0,0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,1,3,2,2,0,1,217,510,True,False,False,True
656,779,51,1,1323,4,4,Life Sciences,1,1081,1,34,1,2461,10332,0,12,3,80,3,2,Research Scientist,3,0,7,2.9444389791664403,2.3978952727983707,1.0986122886681096,1,3,1,3,4,1,9,243,510,True,False,True,False
657,780,28,0,1366,24,2,Technical Degree,1,1082,1,72,3,8722,12355,0,12,1,80,0,2,Healthcare Representative,3,7,9,2.3978952727983707,2.3978952727983707,0.6931471805599453,1,1,2,2,2,0,1,111,115,True,False,False,True
658,781,26,1,192,1,2,Medical,1,1083,1,59,1,3955,11141,0,16,1,80,2,2,Laboratory Technician,3,3,3,1.9459101490553128,1.791759469228055,0.6931471805599453,0,1,1,2,3,0,1,217,389,True,False,True,False
659,782,30,1,1176,20,3,Other,1,1084,1,85,2,9957,9096,0,15,3,80,1,1,Manufacturing Director,3,2,2,2.079441541679836,1.9459101490553128,0.0,0,1,3,3,2,0,0,118,68,True,False,True,False
660,783,41,1,509,7,2,Technical Degree,1,1085,0,43,1,3376,18863,0,13,3,80,0,3,Research Scientist,3,6,8,2.3978952727983707,2.3978952727983707,0.0,0,3,2,4,3,0,1,243,115,True,False,True,False
661,784,38,1,330,17,1,Life Sciences,1,1088,0,65,3,8823,24608,0,18,1,80,1,4,Healthcare Representative,3,9,9,3.044522437723423,2.995732273553991,0.6931471805599453,0,3,3,2,2,0,0,111,510,True,False,True,False
662,786,27,0,1277,8,5,Life Sciences,1,1094,1,87,1,4621,5869,0,19,4,80,3,4,Laboratory Technician,3,2,2,1.3862943611198906,1.3862943611198906,0.6931471805599453,0,3,1,1,3,0,1,217,510,True,False,True,False
663,787,55,2,1091,2,1,Life Sciences,1,1096,1,65,3,10976,15813,0,18,2,80,1,4,Manufacturing Director,3,2,2,3.1780538303479458,1.3862943611198906,0.6931471805599453,0,2,4,3,3,0,3,118,510,True,False,True,False
664,788,28,1,857,10,3,Other,1,1097,0,59,2,3660,7909,0,13,4,80,0,4,Research Scientist,3,7,7,2.3978952727983707,2.19722457733622,0.6931471805599453,0,3,3,3,4,0,3,243,68,True,False,False,True
665,789,44,1,1376,1,2,Medical,1,1098,1,91,3,10482,2326,0,14,4,80,1,1,Human Resources,3,6,6,3.218875824868201,3.044522437723423,1.3862943611198906,1,1,2,2,3,0,9,45,389,False,False,True,False
666,790,33,1,654,5,3,Life Sciences,1,1099,1,34,3,7119,21214,0,15,3,80,1,2,Healthcare Representative,3,2,2,2.302585092994046,1.3862943611198906,0.6931471805599453,0,4,4,2,3,0,4,111,510,True,False,False,False
667,793,28,1,895,15,2,Life Sciences,1,1102,1,50,1,2207,22482,0,16,4,80,1,5,Laboratory Technician,3,2,2,1.6094379124341005,1.6094379124341005,1.0986122886681096,0,3,1,3,2,0,1,217,510,True,False,False,False
668,794,34,2,618,3,1,Life Sciences,1,1103,1,45,2,7756,22266,0,17,3,80,0,1,Healthcare Representative,3,2,4,2.079441541679836,1.9459101490553128,0.0,0,4,1,3,2,0,0,111,510,True,False,False,True
669,795,37,1,309,10,4,Life Sciences,1,1105,0,88,2,6694,24223,0,14,3,80,3,5,Sales Executive,3,0,0,2.19722457733622,0.6931471805599453,0.0,0,4,4,2,3,1,2,285,510,False,True,False,False
670,796,25,1,1219,4,1,Technical Degree,1,1106,1,32,1,3691,4605,0,15,2,80,1,3,Laboratory Technician,3,7,6,2.079441541679836,2.079441541679836,1.791759469228055,1,4,4,3,4,1,1,217,115,True,False,True,False
671,799,42,1,469,2,2,Medical,1,1109,1,35,4,17665,14399,0,17,4,80,1,3,Manager,3,6,7,3.1780538303479458,3.1354942159291497,2.639057329615259,0,1,4,3,3,0,0,82,389,True,False,True,False
672,800,28,2,1009,1,3,Medical,1,1111,1,45,1,2596,7160,0,15,1,80,2,2,Laboratory Technician,3,0,0,0.6931471805599453,0.6931471805599453,0.0,1,2,1,2,3,0,1,217,389,True,False,False,False
673,801,50,2,959,1,4,Other,1,1113,1,81,2,4728,17251,0,14,4,80,0,4,Sales Executive,3,0,0,1.791759469228055,0.0,0.0,1,3,4,3,3,1,3,285,68,False,True,False,True
674,802,33,2,970,7,3,Life Sciences,1,1114,0,30,2,4302,13401,0,17,3,80,1,3,Sales Executive,3,2,2,1.6094379124341005,1.3862943611198906,0.0,0,2,4,3,3,0,0,285,510,False,True,True,False
675,803,34,0,697,3,4,Life Sciences,1,1115,1,40,1,2979,22478,0,17,4,80,3,2,Research Scientist,3,0,0,1.9459101490553128,0.0,0.0,0,4,3,2,3,0,3,243,510,True,False,True,False
676,805,45,0,1050,9,4,Life Sciences,1,1117,0,65,2,5593,17970,0,13,4,80,1,2,Sales Executive,3,10,12,2.772588722239781,2.772588722239781,1.6094379124341005,0,3,2,2,3,0,1,285,510,False,True,True,False
677,806,52,1,994,7,4,Life Sciences,1,1118,1,87,3,10445,15322,0,19,4,80,0,4,Healthcare Representative,3,6,0,2.9444389791664403,2.19722457733622,1.6094379124341005,0,2,2,3,3,0,7,111,510,True,False,False,True
678,807,38,1,770,10,4,Marketing,1,1119,1,73,3,8740,5569,0,14,2,80,2,2,Sales Executive,3,7,7,2.302585092994046,2.19722457733622,1.0986122886681096,0,3,3,2,3,1,0,285,138,False,True,False,False
679,809,28,1,950,3,3,Medical,1,1121,0,93,3,7655,8039,0,17,2,80,3,3,Manufacturing Director,3,7,7,2.3978952727983707,2.302585092994046,0.6931471805599453,0,2,4,3,2,0,0,118,389,True,False,False,False
680,810,46,1,406,3,1,Marketing,1,1124,1,52,4,17465,15596,0,12,4,80,1,3,Manager,3,9,9,3.1780538303479458,2.5649493574615367,1.6094379124341005,0,3,1,3,3,0,3,82,138,False,True,True,False
681,811,38,1,130,2,2,Marketing,1,1125,1,32,3,7351,20619,0,16,3,80,0,2,Sales Executive,3,0,0,2.3978952727983707,0.6931471805599453,0.0,0,2,4,3,3,0,7,285,138,False,True,False,True
682,812,43,2,1082,27,3,Life Sciences,1,1126,0,83,3,10820,11535,0,11,3,80,1,1,Manufacturing Director,3,7,1,2.9444389791664403,2.19722457733622,0.0,0,1,3,3,3,0,8,118,510,True,False,True,False
683,813,39,2,203,2,3,Life Sciences,1,1127,1,84,4,12169,13547,0,11,4,80,3,4,Healthcare Representative,3,7,5,3.091042453358316,2.9444389791664403,2.4849066497880004,1,4,1,3,3,0,7,111,510,True,False,False,False
684,814,40,1,1308,14,3,Medical,1,1128,1,44,5,19626,17544,0,14,1,80,0,2,Research Director,3,7,9,3.091042453358316,3.044522437723423,1.6094379124341005,0,3,3,2,4,0,1,72,389,True,False,False,True
685,815,21,1,984,1,1,Technical Degree,1,1131,0,70,1,2070,25326,0,11,3,80,0,6,Research Scientist,3,2,2,1.0986122886681096,1.0986122886681096,1.0986122886681096,0,2,4,2,4,1,1,243,115,True,False,False,True
686,816,39,0,439,9,3,Life Sciences,1,1132,1,70,2,6782,8770,0,15,3,80,0,2,Laboratory Technician,3,4,3,2.302585092994046,1.791759469228055,0.0,0,2,3,3,2,0,9,217,510,True,False,False,True
687,818,31,2,793,20,3,Life Sciences,1,1135,1,67,1,2791,21981,0,12,1,80,1,4,Sales Representative,3,2,2,1.3862943611198906,1.0986122886681096,1.0986122886681096,0,4,3,4,3,0,0,71,510,False,True,True,False
688,819,28,1,1451,2,1,Life Sciences,1,1136,1,67,1,3201,19911,0,17,1,80,0,2,Research Scientist,3,3,4,1.9459101490553128,1.791759469228055,0.0,0,2,1,2,1,0,0,243,510,True,False,True,False
689,820,35,2,1182,11,2,Marketing,1,1137,1,54,2,4968,18500,0,11,4,80,1,3,Sales Executive,3,2,2,1.791759469228055,1.791759469228055,0.0,0,4,4,3,3,0,1,285,138,False,True,False,False
690,821,49,1,174,8,4,Technical Degree,1,1138,1,56,4,13120,11879,0,17,2,80,1,3,Sales Executive,3,8,3,3.1354942159291497,2.302585092994046,1.0986122886681096,0,2,4,2,3,0,6,285,115,False,True,True,False
691,822,34,2,1003,2,2,Life Sciences,1,1140,1,95,2,4033,15834,0,11,4,80,0,3,Manufacturing Director,3,2,2,1.791759469228055,1.3862943611198906,0.0,0,3,4,3,2,0,2,118,510,True,False,False,True
692,823,29,2,490,10,3,Life Sciences,1,1143,0,61,1,3291,17940,0,14,4,80,2,2,Research Scientist,3,5,1,2.19722457733622,2.079441541679836,0.6931471805599453,0,2,4,3,2,0,0,243,510,True,False,False,False
693,824,42,1,188,29,3,Medical,1,1148,1,56,2,4272,9558,0,19,1,80,0,3,Laboratory Technician,3,0,0,2.833213344056216,0.6931471805599453,0.0,0,4,2,1,3,0,4,217,389,True,False,False,True
694,825,29,1,718,8,1,Medical,1,1150,1,79,2,5056,17689,0,15,3,80,1,2,Manufacturing Director,3,7,2,2.3978952727983707,2.3978952727983707,0.6931471805599453,0,4,2,2,2,1,1,118,389,True,False,True,False
695,826,38,1,433,1,3,Human Resources,1,1152,1,37,1,2844,6004,0,13,4,80,1,2,Human Resources,3,6,0,2.079441541679836,2.079441541679836,1.791759469228055,0,3,3,4,4,0,1,45,24,False,False,True,False
696,827,28,2,773,6,3,Life Sciences,1,1154,1,39,1,2703,22088,0,14,4,80,1,2,Research Scientist,3,1,2,1.3862943611198906,1.3862943611198906,0.0,0,3,3,2,3,1,1,243,510,True,False,False,False
697,828,18,0,247,8,1,Medical,1,1156,1,80,1,1904,13556,0,12,4,80,0,0,Laboratory Technician,3,0,0,0.0,0.0,0.0,1,3,3,3,3,0,1,217,389,True,False,False,True
698,829,33,1,603,9,4,Marketing,1,1157,0,77,2,8224,18385,0,17,1,80,0,3,Sales Executive,3,2,3,1.9459101490553128,1.791759469228055,0.0,1,1,1,3,3,1,0,285,138,False,True,False,True
699,830,41,1,167,12,4,Life Sciences,1,1158,1,46,1,4766,9051,0,11,1,80,1,4,Laboratory Technician,3,0,0,1.9459101490553128,0.6931471805599453,0.0,0,4,2,3,3,1,3,217,510,True,False,True,False
700,831,31,2,874,15,3,Medical,1,1160,1,72,1,2610,6233,0,12,3,80,1,5,Laboratory Technician,3,2,2,1.0986122886681096,1.0986122886681096,1.0986122886681096,1,3,3,3,2,0,1,217,389,True,False,True,False
701,832,37,1,367,25,2,Medical,1,1161,0,52,2,5731,17171,0,13,3,80,2,2,Healthcare Representative,3,2,3,2.302585092994046,1.9459101490553128,0.6931471805599453,0,4,3,2,3,0,7,111,389,True,False,False,False
702,833,27,1,199,6,3,Life Sciences,1,1162,1,55,1,2539,7950,0,13,3,80,1,0,Research Scientist,3,2,2,1.6094379124341005,1.6094379124341005,1.0986122886681096,0,3,4,2,3,0,1,243,510,True,False,True,False
703,835,35,1,528,8,4,Technical Degree,1,1164,1,100,1,4323,7108,0,17,2,80,0,2,Human Resources,3,4,4,1.9459101490553128,1.791759469228055,0.6931471805599453,0,3,3,3,1,0,1,45,115,False,False,False,True
704,836,29,1,408,23,1,Life Sciences,1,1165,0,45,3,7336,11162,0,13,1,80,1,3,Sales Executive,3,8,10,2.4849066497880004,2.4849066497880004,1.3862943611198906,1,1,4,2,1,0,1,285,510,False,True,True,False
705,837,40,2,593,9,4,Medical,1,1166,0,88,3,13499,13782,0,17,3,80,0,3,Research Director,3,7,13,3.044522437723423,2.9444389791664403,1.0986122886681096,0,3,2,3,2,0,9,72,389,True,False,False,True
706,838,42,2,481,12,3,Life Sciences,1,1167,1,44,4,13758,2447,0,12,2,80,0,2,Sales Executive,3,9,14,3.1354942159291497,3.091042453358316,2.639057329615259,1,1,3,3,2,1,0,285,510,False,True,False,True
707,839,42,1,647,4,4,Marketing,1,1171,1,45,2,5155,2253,0,13,4,80,0,3,Sales Executive,3,4,5,2.302585092994046,1.9459101490553128,0.6931471805599453,0,1,2,3,4,0,7,285,138,False,True,False,True
708,840,35,1,982,1,4,Medical,1,1172,1,58,1,2258,16340,0,12,2,80,1,2,Laboratory Technician,3,0,7,2.3978952727983707,2.19722457733622,0.6931471805599453,0,3,4,2,3,0,6,217,389,True,False,True,False
709,842,28,1,1485,12,1,Life Sciences,1,1175,0,79,1,2515,22955,0,11,4,80,0,4,Laboratory Technician,3,1,0,0.6931471805599453,0.6931471805599453,0.0,1,4,3,3,2,1,1,217,510,True,False,True,False
710,844,30,1,852,10,3,Marketing,1,1179,1,72,2,6578,2706,0,18,1,80,1,3,Sales Executive,3,3,4,2.3978952727983707,2.3978952727983707,0.6931471805599453,0,3,3,2,3,0,1,285,138,False,True,True,False
711,845,40,2,902,26,2,Medical,1,1180,0,92,2,4422,21203,0,13,4,80,1,3,Research Scientist,3,1,0,2.833213344056216,0.6931471805599453,0.0,0,4,3,2,1,1,3,243,389,True,False,True,False
712,846,35,1,819,2,3,Life Sciences,1,1182,1,44,3,10274,19588,0,18,2,80,1,2,Manufacturing Director,3,7,4,2.772588722239781,2.079441541679836,1.9459101490553128,0,2,3,2,4,0,2,118,510,True,False,False,False
713,848,35,2,636,4,4,Other,1,1185,1,47,1,2376,26537,0,13,2,80,1,2,Laboratory Technician,3,2,2,1.0986122886681096,1.0986122886681096,1.0986122886681096,0,4,4,2,4,0,1,217,68,True,False,True,False
714,849,43,1,1372,9,3,Marketing,1,1188,0,85,2,5346,9489,0,13,2,80,0,2,Sales Executive,3,3,3,2.079441541679836,1.6094379124341005,0.6931471805599453,1,3,1,1,2,0,8,285,138,False,True,False,True
715,850,32,0,862,2,1,Life Sciences,1,1190,0,76,1,2827,14947,0,12,3,80,3,3,Sales Representative,3,0,0,0.6931471805599453,0.6931471805599453,0.0,0,1,3,3,3,0,1,71,510,False,True,False,False
716,851,56,1,718,4,4,Technical Degree,1,1191,0,92,5,19943,18575,0,13,4,80,1,2,Manager,3,2,2,3.367295829986474,1.791759469228055,1.6094379124341005,0,1,4,3,3,0,4,82,115,True,False,False,False
717,852,29,1,1401,6,1,Medical,1,1192,0,54,1,3131,26342,0,13,1,80,1,5,Laboratory Technician,3,8,8,2.3978952727983707,2.3978952727983707,0.0,0,4,2,3,3,0,1,217,389,True,False,True,False
718,854,45,1,1457,7,3,Medical,1,1195,0,83,1,4477,20100,0,19,3,80,1,2,Research Scientist,3,2,2,2.079441541679836,1.3862943611198906,0.0,0,3,1,3,2,1,4,243,389,True,False,True,False
719,855,37,1,977,1,3,Life Sciences,1,1196,0,56,2,6474,9961,0,13,2,80,1,2,Manufacturing Director,3,8,11,2.70805020110221,2.70805020110221,1.3862943611198906,0,4,4,2,2,0,1,118,510,True,False,True,False
720,856,20,1,805,3,3,Life Sciences,1,1198,1,87,1,3033,12828,0,12,1,80,0,2,Laboratory Technician,3,2,2,1.0986122886681096,1.0986122886681096,0.6931471805599453,0,3,1,2,2,0,1,217,510,True,False,False,True
721,857,44,1,1097,10,4,Life Sciences,1,1200,1,96,1,2936,10826,0,11,3,80,0,4,Research Scientist,3,4,2,1.9459101490553128,1.9459101490553128,0.0,1,3,3,3,3,1,1,243,510,True,False,False,True
722,858,53,1,1223,7,2,Medical,1,1201,0,50,5,18606,18640,0,18,2,80,1,6,Manager,3,7,7,3.295836866004329,2.079441541679836,1.6094379124341005,0,3,4,3,3,0,3,82,389,True,False,False,False
723,859,29,1,942,15,1,Life Sciences,1,1202,0,69,1,2168,26933,0,18,1,80,1,2,Research Scientist,3,4,3,1.9459101490553128,1.791759469228055,0.6931471805599453,0,4,2,1,2,1,0,243,510,True,False,True,False
724,860,22,2,1256,3,4,Life Sciences,1,1203,1,48,1,2853,4223,0,11,2,80,1,5,Research Scientist,3,0,0,0.6931471805599453,0.0,0.0,1,4,3,2,3,1,0,243,510,True,False,True,False
725,862,44,0,111,17,3,Life Sciences,1,1206,1,74,1,2290,4279,0,13,4,80,0,3,Research Scientist,3,0,0,1.9459101490553128,0.0,0.0,0,3,4,1,3,0,2,243,510,True,False,False,True
726,863,33,1,147,2,3,Human Resources,1,1207,1,99,1,3600,8429,0,13,4,80,1,2,Human Resources,3,4,4,1.791759469228055,1.791759469228055,0.6931471805599453,0,3,2,3,3,0,1,45,24,False,False,True,False
727,864,41,0,906,5,2,Life Sciences,1,1210,1,95,1,2107,20293,0,17,1,80,1,2,Research Scientist,3,0,0,1.791759469228055,0.6931471805599453,0.0,1,1,1,2,1,0,6,243,510,True,False,False,False
728,865,30,1,1329,29,4,Life Sciences,1,1211,1,61,2,4115,13192,0,19,3,80,3,3,Sales Executive,3,3,3,2.19722457733622,1.6094379124341005,0.0,0,1,3,3,3,0,8,285,510,False,True,False,False
729,866,40,2,1184,2,4,Medical,1,1212,1,62,2,4327,25440,0,12,4,80,3,2,Sales Executive,3,0,0,1.791759469228055,0.0,0.0,0,2,2,3,3,0,5,285,389,False,True,True,False
730,868,28,1,1179,19,4,Medical,1,1216,1,78,1,3196,12449,0,12,3,80,3,2,Laboratory Technician,3,5,3,1.9459101490553128,1.9459101490553128,1.3862943611198906,0,1,4,2,3,0,1,217,389,True,False,True,False
731,869,46,1,1450,15,2,Life Sciences,1,1217,1,52,5,19081,10849,0,11,1,80,1,2,Research Director,3,2,3,3.258096538021482,1.6094379124341005,0.0,0,2,4,3,3,0,5,72,510,True,False,True,False
732,870,35,1,1361,17,4,Life Sciences,1,1218,1,94,2,8966,21026,0,15,4,80,3,2,Sales Executive,3,7,7,2.772588722239781,2.079441541679836,0.6931471805599453,0,1,3,3,3,1,3,285,510,False,True,True,False
733,871,24,1,984,17,2,Life Sciences,1,1219,0,97,1,2210,3372,0,13,1,80,1,3,Laboratory Technician,3,0,0,0.6931471805599453,0.6931471805599453,0.0,1,2,4,3,1,0,1,217,510,True,False,True,False
734,872,33,2,1146,25,3,Medical,1,1220,0,82,2,4539,4905,0,12,1,80,1,3,Sales Executive,3,7,1,2.3978952727983707,2.3978952727983707,0.0,0,3,2,3,2,0,1,285,389,False,True,True,False
735,873,36,1,917,6,4,Life Sciences,1,1221,1,60,1,2741,6865,0,14,3,80,1,4,Laboratory Technician,3,7,7,2.079441541679836,2.079441541679836,0.6931471805599453,0,3,3,1,3,0,1,217,510,True,False,False,False
736,874,30,1,853,7,4,Life Sciences,1,1224,1,49,2,3491,11309,0,13,1,80,3,4,Laboratory Technician,3,7,9,2.3978952727983707,2.3978952727983707,2.19722457733622,0,3,3,3,2,0,1,217,510,True,False,False,False
737,876,20,1,654,21,3,Marketing,1,1226,1,43,1,2678,5050,0,17,4,80,0,2,Sales Representative,3,1,2,1.0986122886681096,1.0986122886681096,1.0986122886681096,0,4,3,4,3,0,1,71,138,False,True,False,True
738,877,46,1,150,2,4,Technical Degree,1,1228,1,60,2,7379,17433,0,11,3,80,1,3,Manufacturing Director,3,3,4,2.5649493574615367,1.9459101490553128,0.6931471805599453,0,4,4,3,2,0,2,118,115,True,False,False,False
739,878,42,0,179,2,5,Medical,1,1231,1,79,2,6272,12858,0,16,1,80,1,3,Human Resources,3,3,3,2.3978952727983707,1.6094379124341005,0.0,0,1,4,4,4,0,7,45,389,False,False,True,False
740,879,60,1,696,7,4,Marketing,1,1233,1,52,2,5220,10893,0,18,2,80,1,3,Sales Executive,3,7,9,2.5649493574615367,2.4849066497880004,0.6931471805599453,0,4,2,4,3,1,0,285,138,False,True,False,False
741,881,32,2,1316,2,2,Life Sciences,1,1235,0,38,2,4998,2338,0,14,4,80,0,2,Research Scientist,3,7,7,2.3978952727983707,2.19722457733622,0.0,0,3,4,3,3,1,4,243,510,True,False,False,True
742,883,33,1,117,9,3,Medical,1,1238,1,60,1,2781,6311,0,13,2,80,1,5,Research Scientist,3,10,10,2.772588722239781,2.70805020110221,1.6094379124341005,0,4,1,3,3,0,0,243,389,True,False,True,False
743,884,40,1,107,10,3,Technical Degree,1,1239,0,84,2,6852,11591,0,12,2,80,1,2,Sales Executive,3,1,3,2.079441541679836,1.791759469228055,0.6931471805599453,0,2,2,2,4,0,7,285,115,False,True,False,False
744,885,25,1,1356,10,4,Life Sciences,1,1240,1,57,2,4950,20623,0,14,2,80,0,4,Sales Executive,3,3,1,1.791759469228055,1.6094379124341005,0.6931471805599453,0,4,3,3,3,0,0,285,510,False,True,False,True
745,887,42,2,458,26,5,Medical,1,1242,0,60,3,13191,23281,0,17,3,80,0,6,Research Director,3,0,0,3.044522437723423,0.6931471805599453,0.0,0,1,1,3,3,1,3,72,389,True,False,True,False
746,888,35,0,1212,8,2,Marketing,1,1243,0,78,3,10377,13755,0,11,2,80,1,6,Sales Executive,3,2,12,2.833213344056216,2.639057329615259,1.6094379124341005,0,4,3,2,2,1,4,285,138,False,True,True,False
747,889,27,1,1103,14,3,Life Sciences,1,1244,1,42,1,2235,14377,0,14,4,80,2,3,Research Scientist,3,7,8,2.302585092994046,2.302585092994046,1.9459101490553128,0,1,1,3,2,1,1,243,510,True,False,True,False
748,890,54,2,966,1,4,Life Sciences,1,1245,0,53,3,10502,9659,0,17,1,80,1,2,Manufacturing Director,3,4,4,3.5263605246161616,1.791759469228055,0.6931471805599453,0,3,4,3,1,0,7,118,510,True,False,False,False
749,891,44,1,1117,2,1,Life Sciences,1,1246,0,72,1,2011,19982,0,13,4,80,1,5,Research Scientist,3,5,7,2.3978952727983707,2.3978952727983707,2.079441541679836,0,4,1,4,3,0,1,243,510,True,False,True,False
750,893,29,1,1010,1,3,Life Sciences,1,1249,0,97,1,3760,5598,0,15,1,80,3,5,Research Scientist,3,2,2,1.3862943611198906,1.3862943611198906,0.6931471805599453,0,4,1,3,3,0,1,243,510,True,False,False,False
751,894,54,1,685,3,3,Life Sciences,1,1250,1,85,4,17779,23474,0,14,1,80,0,2,Research Director,3,9,9,3.610917912644224,2.3978952727983707,0.0,0,4,4,3,3,0,3,72,510,True,False,True,False
752,895,31,1,1332,11,2,Medical,1,1251,1,80,2,6833,17089,0,12,4,80,0,2,Healthcare Representative,3,5,1,1.9459101490553128,1.9459101490553128,0.0,0,1,3,3,2,1,1,111,389,True,False,True,False
753,896,31,1,1062,24,3,Medical,1,1252,0,96,2,6812,17198,0,19,2,80,0,2,Healthcare Representative,3,9,8,2.3978952727983707,2.3978952727983707,0.6931471805599453,0,1,3,2,3,0,1,111,389,True,False,False,True
754,897,59,1,326,3,3,Life Sciences,1,1254,0,48,2,5171,16490,0,17,4,80,0,2,Sales Executive,3,1,5,2.639057329615259,1.9459101490553128,0.0,0,4,3,2,3,0,5,285,510,False,True,False,True
